index,item_id
501492,"[6384, 13713, 274, 13191, 945, 9808, 8437, 8424, 5754, 8109]"
501573,"[14196, 6219, 12609, 9506, 10469, 2657, 15297, 6467]"
501625,"[1819, 8140, 4639, 4927, 1785, 111, 3071, 5755, 4740, 12743]"
501676,"[4731, 1962, 14604, 13720, 2956]"
502036,"[4151, 4754, 10440, 9728, 9817]"
502340,"[7626, 12173, 13865, 10761, 10942, 1106, 5754]"
502403,"[6193, 657, 6277, 10363, 12623, 5077, 9728, 11348, 4702, 8618]"
502775,"[12228, 3427, 12132, 3784, 4151, 15362, 2367, 6660]"
503087,"[3012, 15014, 12173, 5648, 8437]"
503164,"[4495, 2823, 15297, 5315, 3384]"
503230,[]
503844,"[7400, 4142, 6939, 14095, 4151, 9817, 12324, 4639, 6561, 475]"
503908,"[13865, 14899, 3449, 2954, 8134]"
504099,"[10323, 14648, 11276, 14567, 12743, 15266, 7582, 11664, 3734, 14317]"
504685,"[9079, 10240, 10440, 14242, 15297, 1083]"
504880,"[14025, 372, 6162, 4754, 10440, 9728, 9817]"
504965,"[6209, 12133, 10119, 10440, 13915]"
505235,[4151]
505423,"[6162, 3734]"
505501,"[4582, 1916, 5803, 10942, 8579, 6265, 12598]"
505617,"[15266, 2301, 12770, 3208, 7343, 12149, 9103, 9169, 12463, 4629]"
505646,"[142, 4952, 8636, 9728, 14431, 13865, 9222, 14703, 12129, 6443]"
505760,"[9506, 3095, 5077, 7626, 10440, 8639, 12173, 16270, 10323, 3182]"
506151,"[9728, 16207, 3734, 1381, 4151, 12080]"
506162,"[16238, 1290, 16183, 9842, 9728, 8254, 12770, 4718]"
506209,[512]
506415,"[10942, 7612, 11268, 4702, 2256, 8391]"
507161,"[334, 11985, 212, 5894, 16088, 6870, 8069, 5330, 2657]"
507263,"[13463, 9903, 3182, 10119, 13867, 7571, 10593, 4436]"
507389,"[1290, 8579, 1287, 9728, 7448]"
507450,"[16166, 8617, 5086, 9996, 14684]"
507596,"[1381, 15362, 1163, 6660, 3784]"
507629,"[9169, 4880, 15297]"
507669,"[15297, 10440, 9817]"
507782,"[1381, 15362, 1163, 6660, 3784]"
507968,"[5046, 16087, 3935, 973, 5650, 13865]"
508065,"[4151, 4754, 10440, 9728, 9817]"
508399,"[15411, 10942, 8579, 6265, 12598]"
508464,"[13865, 15464, 3182, 11110, 15399, 2722]"
508809,"[1027, 14982, 1649, 7221, 15060, 8100, 6402, 7417, 4151, 10440]"
509327,"[12173, 7343, 14581, 13865, 8857]"
509650,"[242, 10240, 7031, 13018, 4814, 11143, 6162, 12080]"
509936,"[3220, 1819, 10152, 11041, 8486, 3233, 4457, 6774, 3991, 2237]"
510028,[]
510068,"[565, 12173, 8727, 16166, 7310, 366]"
510208,"[9169, 3826, 12988, 9381, 2237]"
510544,"[5693, 10942, 8579, 6265, 12598]"
510583,"[10440, 7571, 7308, 1445, 9827, 3784, 142, 203, 13915]"
510833,"[13865, 931, 11118, 10833, 5732, 15266]"
511002,"[9728, 11749, 12268, 16166, 2954, 10605, 16270]"
511091,[]
511161,"[14646, 2981, 15787, 5411, 3182]"
511278,"[11754, 10904, 7512, 13865, 4774, 2657, 6907]"
511740,"[15297, 3734, 1700, 7026]"
511979,"[288, 7676, 13038, 10198, 14998, 760, 15297, 15958]"
512233,"[10515, 9335, 12204, 366, 10942]"
512271,"[15049, 5411, 13865, 14703]"
512330,"[4151, 4436]"
512448,"[13865, 13223, 6193, 144, 10440]"
512524,"[2834, 1399, 9335, 10770, 10942, 15266]"
512532,"[13946, 16228, 4239]"
512585,"[10515, 6267, 6809, 4436, 1962, 8199, 9747]"
512894,"[9696, 12058, 4201, 6323, 849, 1916, 9996, 13753, 7582, 6044]"
512981,"[7310, 5434, 1671, 12965, 9327]"
513052,"[8893, 565, 6193, 3734, 4024, 8143, 10942, 16228, 10772]"
513076,"[142, 15297, 4457, 4151, 5315, 3384]"
513187,"[12692, 10074, 12356, 1418, 3834, 8741, 11322, 5576, 6126, 1465]"
513211,"[15266, 3363, 8207, 5650, 12984, 2722, 13243, 14317, 11790, 11985]"
513246,"[3984, 13865, 13926, 5847, 15362, 6660]"
513361,"[12356, 10240, 13865, 4905, 8893, 923]"
513741,"[7571, 14003, 2657, 142, 16228, 4239, 11237]"
513963,"[1381, 15362, 1163, 6660, 3784]"
513972,"[10363, 11276, 14648, 14512, 6809, 13851, 14215, 9164, 3541, 3669]"
515178,"[7389, 7210, 8801, 6738, 9419, 5838, 13411, 1255, 7612, 11057]"
515209,"[9728, 3734, 11985, 12185, 7969]"
515402,"[6738, 10238, 16447, 12324, 144, 7382, 5569, 7626, 9617, 12299]"
515887,"[8209, 1358, 10077, 8617, 10248, 9996, 7192, 16228]"
515897,"[9466, 15297, 7417, 4237, 13865, 7626, 1106, 3784]"
517345,"[1844, 11749, 3935, 11348, 2100, 10440, 9817, 3734]"
517981,"[10942, 8579, 6265, 12598]"
518403,"[2954, 3449, 13865, 3735, 10903, 7460, 9728]"
518407,"[3734, 12096, 15297, 1700, 7026]"
518612,"[4457, 10903, 4151, 7460, 9728]"
518736,"[4702, 1574, 5716, 5087, 6193, 14151, 6825, 12702]"
519079,"[12228, 11463, 12346, 16244, 10440, 5434, 4762, 11728, 8616, 4533]"
519463,"[12017, 16019, 3402, 11267, 9967, 11919, 9550, 2720, 4151, 16228]"
519466,"[14689, 10772, 15787, 5411, 2499, 11083]"
519706,"[13610, 6404, 13159, 6785, 9936]"
519754,"[5853, 14310, 13424, 13463, 5805, 923, 9162, 639, 10942, 15005]"
519989,"[15848, 5569, 6809, 10942, 13915]"
520233,"[1381, 15362, 1163, 6660, 3784]"
520270,"[9169, 4290, 12502, 9842, 11761, 10493, 9728, 11081, 3999, 14359]"
520334,"[14512, 3838, 12841, 7210, 5315, 8011]"
520402,"[12268, 16166, 923, 7310, 372]"
520509,"[4495, 6809, 7424, 16086, 15297, 13865, 12324]"
520527,"[5569, 6402, 12841, 10942, 8579, 6265, 12598]"
520569,"[11749, 7102, 12268, 16166, 2954, 10605, 16270]"
520715,"[4239, 10942, 8579, 6265, 12598]"
520872,"[16270, 4976, 488, 11402, 9851, 15297, 10440, 9817, 9873]"
521019,"[16270, 3734, 9728, 9427, 6738, 7582, 16086, 10440, 5569, 13865]"
521027,"[8636, 11790, 3076, 7310, 366]"
521104,"[15266, 3761, 10304, 3888, 2823, 10440, 10214, 7582]"
521207,"[9728, 11348, 4436, 4495, 13262, 9851, 15297, 10440, 9817]"
521277,"[1517, 3927, 1381, 4151, 8616, 4533]"
521359,"[1711, 13865, 7102, 14518, 1785, 12299, 7594, 7955, 9059, 13159]"
521709,"[3734, 7807, 15411, 1553, 5894, 10761]"
521712,"[4266, 3734, 85, 13018, 1562]"
521991,"[9728, 13243, 13865, 13167, 12268, 12988, 4361, 11756, 15422, 5650]"
522091,"[1290, 11919, 8036, 11756, 7829, 12463, 10440, 9728, 9817]"
522326,"[1304, 4475, 9381, 3474, 2025]"
522858,"[11523, 15297, 12080, 12118, 3150, 10337, 1590, 4740, 47, 9728]"
523218,"[3734, 4266, 85, 12305, 7793, 13791]"
523631,"[3613, 11985, 1553, 9728, 12173, 12841, 35, 12324, 7626, 10440]"
523708,"[11338, 12544, 3220, 2823, 15297, 12974, 3133, 13867, 12756, 7582]"
523832,"[13915, 7571, 16270, 1267, 3632, 899]"
523880,"[682, 5754, 15500, 8437, 1785, 8481, 8350, 1255, 1554, 12173]"
524220,"[2237, 7400, 11074, 3309, 12324]"
524304,"[9524, 13865, 7829, 7582, 3632, 12995, 13744]"
524384,"[13865, 1287, 14580, 10440, 8893]"
524435,"[4239, 10942, 8579, 6265, 12598]"
524658,"[3449, 2954, 11933, 15297, 8134]"
524847,"[13915, 7793, 2612, 7571, 8636, 1337]"
524879,"[12173, 7626, 5122, 1106, 11348, 11885, 15701, 8386, 12446, 8437]"
524891,"[1267, 14809, 3553, 16021, 13062, 4207, 10761, 7310, 16270, 1831]"
524911,"[10287, 1553, 14422, 4942, 3669, 1819, 5087, 4807, 5330, 2301]"
525036,[]
525146,"[4495, 2823, 3773, 5315, 3384]"
525254,"[13865, 15464, 3182, 11110, 142]"
525481,"[13543, 9728, 12988, 7420, 16270, 7571, 16166, 1978, 11919]"
525551,"[8419, 3734, 12133, 8650, 14687]"
525916,"[5693, 788, 4882, 3734, 10440]"
525990,"[9728, 15266, 4151]"
526041,[]
526095,"[9728, 12820, 11469, 13410, 13933, 4116, 7102, 7210, 7829]"
526795,"[7310, 7582, 11749, 3669, 14841, 85, 1562]"
527495,"[4457, 1267, 10605, 14317, 13865]"
527548,"[8617, 5086, 9996, 16249]"
527881,"[12965, 13243, 8437, 281, 14317, 3999, 1971, 14703]"
528001,"[13865, 4621, 366, 2657, 6907, 6444]"
528093,"[2954, 11348, 5482, 3220, 6186, 1553, 4382, 10496, 14775, 4457]"
528379,"[13865, 3734, 15297, 12356, 8447, 12841]"
528877,"[8636, 3449, 2954, 11933, 8134]"
529183,"[3532, 1287, 8893, 8616, 4533]"
529378,"[10122, 13377, 4151, 16509, 10440]"
529892,"[10440, 2780, 8011, 4685, 10122]"
530328,"[4621, 7210, 12841, 8636, 5754, 7626, 682, 14422, 141, 12846]"
530391,"[11970, 15848, 14845, 13865, 1562, 3734, 849, 11237, 8636, 6468]"
530447,"[8069, 1639, 1290, 9283, 13610, 6577, 13280, 3182, 10772, 12033]"
530633,"[7829, 12995, 10903, 7460, 9728, 13744]"
530867,"[14310, 1916, 5754, 16166, 4754, 10440, 9728, 9817]"
531308,"[14846, 7417, 2954, 10440, 13865, 4533, 13104]"
531373,"[9059, 849, 12981, 5266, 16442, 12449, 4151, 10440, 8254, 899]"
531946,"[4537, 1168, 13015, 15297, 13058, 3419]"
532017,"[3784, 8694, 1787, 5411, 1819, 12908, 14907, 11749, 13159, 9808]"
532285,"[10881, 9728, 13788, 12908, 11754, 6384, 10440, 2612, 12770]"
532406,"[8972, 6082, 10845, 7486, 10240, 13324, 2981, 13224, 1986, 14753]"
532964,"[7144, 11188, 12816, 144, 5754, 1264, 6162, 9728, 9817]"
533579,"[6965, 3734, 4537, 9164, 16029, 6033, 9811, 931, 16087]"
533951,"[14916, 7571, 4436, 15171, 8481, 3800, 5021, 5325, 8140, 9787]"
534096,"[10122, 13377, 10497, 16509, 10440]"
534240,"[7582, 7310, 12623, 15362, 1163, 6660, 3784]"
534376,"[13865, 16270, 10214, 13099]"
534981,"[16442, 6155, 7102, 142, 8986, 12173, 13865, 11756, 5424, 5754]"
535544,"[334, 10761, 1418, 7310, 5287, 565, 16270, 10319, 1785, 4457]"
535618,"[9900, 6661, 1819, 496, 3734]"
535765,"[7793, 10551, 12324, 11749, 4076, 14689, 9728, 9070, 8041]"
535996,"[11778, 15648, 7453, 12659, 1785, 7571, 4685, 10122, 12623]"
536436,"[10770, 12057, 1553, 14264, 47, 8656, 4224]"
536619,"[9728, 14901, 4457, 10219, 4448, 6443, 7460]"
536819,"[10942, 6219, 3587, 7626, 8437, 1553, 13104]"
536925,"[14899, 5964, 8874, 10464, 10440]"
537191,"[9728, 3734, 8801, 8986, 16152, 10240, 9391, 2255, 7401, 14814]"
537242,"[14604, 10440, 2780, 2612, 8011]"
537375,"[11754, 8437, 281, 6870, 10440, 12846, 8227, 2940]"
537491,"[13865, 12132, 10196, 13545, 10440, 13935, 7417, 11769, 10214, 4124]"
537676,"[13865, 9728, 11237]"
537901,"[14317, 4457, 11885, 3475, 15464, 6660]"
538006,"[5046, 9335, 15297, 9728, 10240, 429, 6809, 3176]"
538026,"[11188, 16043, 13262, 16166, 496]"
538302,"[3734, 3379, 9728, 1287, 3834, 13543]"
538433,"[14809, 3876, 5615, 7486, 10122, 10801, 6870, 14684]"
538539,"[3632, 16488, 4773, 10867, 274, 973, 4718, 7310]"
538603,"[1267, 4239, 13159, 4718, 13851, 10440, 2780, 9936, 8011]"
539130,"[4495, 2823, 15297, 5315, 3384]"
539283,"[9466, 5434, 1787, 1712, 3587, 3095, 4457, 4549, 9808, 9391]"
539592,"[11769, 10477, 4239, 14942, 5411, 565, 16415, 11829, 6214]"
539705,"[12981, 15362, 14461, 2048, 542, 6519, 14317, 9747, 9728, 9817]"
539875,"[15297, 1700, 13865, 923, 7026]"
540210,"[8199, 3734, 15171, 10772, 7793, 14242, 6265]"
540255,"[15947, 4151, 1246, 8636, 1053, 11749, 8199, 4281, 4696, 2100]"
540280,"[10942, 14317, 3587, 5964, 15646, 15848, 6915]"
540517,"[9059, 16088, 5732, 9335, 9728]"
540648,"[13191, 6208, 7745, 8254, 4224]"
540776,[]
541018,"[4151, 2043, 7807, 1132, 14703, 5536, 9817, 4457, 15785, 14603]"
541167,"[14899, 3449, 2954, 11933, 8134]"
541258,"[13371, 8667, 8636, 13223, 1916, 16226, 7102, 11790, 8821, 1287]"
541341,"[8636, 142, 8986, 5803, 10440, 7597, 4689, 1050, 9728, 3792]"
542832,"[11664, 9121, 6809, 3163, 4250, 4457, 4151]"
543207,"[142, 11756, 6404, 16361, 15958]"
543906,"[9927, 6738, 10477, 15422, 6470]"
543961,"[10770, 4943, 13015, 15297, 13058, 3419]"
544135,"[11985, 13243, 12965, 13955, 15266, 15815, 3182, 1735, 1024, 16166]"
544372,"[7019, 8986, 9169, 1287]"
544536,"[9506, 7102, 7582, 1418, 5287, 7310, 9298, 13018, 10323, 16270]"
544588,"[9842, 1844, 11749, 8212, 13500, 14512, 2954, 596, 9728]"
544805,"[15266, 1105, 3935, 14210, 14942, 13865, 923]"
544867,"[10440, 1201, 12995, 142, 13865, 14703, 15362, 6660]"
544903,"[10198, 11654, 180, 16166, 6625, 10859, 12418, 4537, 8207, 4841]"
544939,[]
544980,"[3800, 9617, 5732, 7417, 9996, 10440, 12995]"
545218,"[15297, 13015, 1700, 7026]"
545311,"[6295, 9728, 3935, 10119, 973]"
545742,"[142, 11985, 15266, 5693, 4409, 16270, 9623, 14317, 5411, 14025]"
545918,"[12965, 13185, 6311, 13788, 13867, 3182, 15224]"
546088,"[6214, 9728, 4718, 565]"
546292,"[12981, 15362, 15656, 15297, 6519, 5051, 14317, 9747, 9817]"
546358,"[9159, 10881, 5820, 16373, 7210, 1553, 7102, 3153, 5508, 6915]"
546406,"[9728, 3734, 11985, 7386]"
546891,"[4907, 13563, 8616, 4533, 12324]"
547019,"[14826, 15648, 10903, 7460, 9728]"
547108,[]
547358,"[11099, 10801, 6870, 15464, 6443]"
547619,"[7401, 1287, 14200, 14942, 7192]"
547672,"[5669, 9728, 14264, 15362, 3182, 14422, 8650]"
548053,[]
548200,"[4436, 2954, 7014, 15362, 6660, 3784]"
548291,"[12841, 5569, 6809, 10942]"
548355,"[11749, 12743, 5979, 5411, 6214, 3734, 11237, 3574, 3541, 12428]"
548441,"[3587, 6162, 11338, 15266, 4475, 8207, 13865, 11985]"
548535,[]
548948,"[10440, 1381, 9851, 4151, 12080]"
549827,"[1304, 1267, 12544, 14317, 11083, 3734, 2025]"
550190,"[3784, 9169, 9352, 9658, 6626, 12537, 15297, 5894]"
550242,"[14153, 970, 7745, 3734, 125]"
550642,"[1290, 4515, 288, 3449, 7401, 4976, 366, 9728, 9817]"
550846,"[9728, 6155, 3012, 15014, 5648]"
551323,"[11118, 10464, 8874, 8584, 10440]"
551633,"[3734, 12096, 15297, 1700, 7026]"
551777,"[14153, 1267, 11749, 1503, 12598, 13018, 3834, 12268]"
552115,"[10772, 15787, 5411, 8616, 4533]"
552384,"[13243, 10605, 7311, 5438, 5681, 14215, 931, 10073, 5051]"
552597,"[4495, 2823, 5315, 3384]"
552831,"[3734, 16330, 5732, 9900, 8989, 7934, 14470, 897, 4151, 10878]"
553001,"[5424, 7571, 3784, 9336, 14899, 15266, 10593, 8134, 10440]"
553088,"[2722, 565, 15297, 4266, 2279, 4024]"
553261,"[11099, 6946, 14317, 15464, 12324, 10755, 9728]"
553414,"[9728, 8437, 5693, 3553, 14689, 12623, 8251, 281, 4718, 14242]"
553563,"[8636, 7160, 5411, 682, 11057, 5693]"
553953,"[14683, 2720, 4457, 14317, 13865]"
554322,"[3935, 3310, 10440, 372]"
554889,"[599, 12965, 6646, 11985, 12173, 13371, 9728, 15266, 6660]"
555093,"[15362, 6660, 3784]"
555167,"[3734, 12133, 8650, 14687]"
555584,"[1257, 6785, 3006, 6033, 14703, 13018]"
555616,"[9327, 5576, 7626, 13865, 10440]"
555649,"[11237, 3153, 9213, 2558, 11756, 5424, 2016, 13475, 9728, 9817]"
555752,"[12908, 12598, 14942, 6577, 7102, 2722, 4718, 14530, 9996]"
555839,"[12537, 3587, 14242, 9842, 657, 682, 5979, 16346, 9164, 14310]"
555952,[]
556061,"[3734, 2102, 12846, 8986, 1290, 11029, 12995, 142, 2852, 7343]"
556517,"[15223, 15997, 281, 6785, 13377, 5693, 6948, 5171, 14603, 9728]"
556525,"[15915, 142, 6404, 14684, 15958]"
556598,"[14581, 7343, 4685, 7829, 12305]"
557396,"[14317, 13865, 12975, 2358, 16228, 9817]"
557478,"[11310, 3163, 7612, 12232, 7626, 8821, 1168, 5589, 5569, 14841]"
557647,[]
557973,"[13915, 3734]"
558102,"[4151, 4436, 4359, 3263, 15519, 13243, 14703, 12756, 14242, 8936]"
558221,"[1399, 7144, 3693, 4574, 16166, 7582, 4495, 15014]"
558286,"[9728, 2720, 12324, 14689, 16088]"
558384,"[5266, 11237, 12659, 7997, 1449]"
559197,"[10470, 11348, 3363, 9932, 7382, 6219, 3166, 9427, 6277, 5693]"
559532,[4151]
559540,"[7626, 9728, 3734, 8874, 10464, 8357, 4696]"
560123,"[3006, 142, 1785, 9937, 2596, 12033, 5507, 7448, 12846, 15163]"
560226,"[6809, 10942, 8254, 13915, 4224]"
560400,"[1695, 3800, 10440, 5434, 9335]"
560427,"[16166, 8617, 5086, 9996, 2237]"
560466,"[10323, 6646, 334, 8391, 11594]"
560500,"[3784, 3182, 7417, 2220, 1179, 5411, 3734, 11769, 10972, 7571]"
560654,"[12057, 8046, 13865, 12846, 3734, 11985, 6738, 14317, 13927, 14703]"
560808,"[4689, 13867, 5793, 8986, 6492, 7571, 4151]"
561209,"[11539, 5469, 3940, 13280, 8636, 12173, 7626, 6965]"
561226,"[10515, 9335, 12204, 11919, 10942]"
561369,"[5051, 2483, 14192, 11557, 14825, 10879, 13018, 10464]"
561519,"[1290, 3734, 1857]"
561818,"[4239, 10942, 8579, 6265, 12598]"
561909,"[4457, 4290, 8011, 13865, 6541, 14841, 11348, 13941, 10440, 9617]"
561917,"[15297, 10469, 3071, 682, 7977, 14097, 12981, 10122, 4141, 14272]"
562235,"[15362, 6519, 6809, 4754, 10440, 9728, 9817]"
562405,"[7417, 3784]"
562539,"[13622, 9950, 13018, 3834, 13058, 13865, 923, 8679]"
562792,"[1443, 16166, 8617, 5086, 9996]"
563042,"[6837, 12215, 16166, 2892, 14476, 3182, 6328, 3509, 11524, 15081]"
563193,"[4845, 4457, 13411, 4946, 7829, 9728]"
563247,"[11237, 3734, 12659, 14717, 7997, 1449]"
563260,"[4565, 11287, 12449, 3553, 11919, 13867, 9164, 14942, 16064, 2956]"
563320,"[13865, 15237, 9728, 2290, 3284, 9842, 6193, 4151, 6089, 8617]"
563943,"[1381, 15362, 1163, 6660, 3784]"
564021,"[1055, 12356, 15297, 15266, 14703]"
564192,"[4495, 2823, 3773, 5315, 3384]"
564422,"[9728, 11312, 5681, 517, 4457, 14703, 7439]"
565343,"[16397, 416, 10761, 2722, 12995, 12516, 12846, 10878, 4696, 11310]"
565436,"[8181, 13185, 4845, 8585, 13849, 7626, 13243, 6626, 15021, 16291]"
565664,"[6143, 12719, 14499, 6402, 7793]"
566017,"[4239, 10942, 8579, 6265, 12598]"
566092,"[8986, 8227, 4979, 3734, 15580, 15645, 6404, 16499, 8874, 4685]"
566458,"[15648, 14431, 3034, 6265]"
566775,"[4880, 1106, 5754]"
567292,"[3734, 12096, 15297, 1700, 7026]"
567582,"[334, 10515, 9335, 12204, 10942]"
567897,"[6626, 16086, 10440, 12324]"
568063,"[15266, 5650, 10287, 7571, 2722, 10605, 5681, 10761, 14317, 931]"
568300,"[4495, 5831, 10440, 11348]"
568306,"[10440, 5021, 849, 4685, 7571]"
568381,"[11769, 15014, 4495, 9335, 10119]"
568423,"[14703, 9728, 4772, 4151, 4571, 6619, 16166, 142, 9817]"
569057,"[3182, 12173, 3734, 11919]"
569067,"[15171, 3784, 1449, 15362, 1857, 16087, 6193, 3541]"
569168,"[9617, 4239, 3784, 144, 2256, 8391, 5847]"
569427,"[8636, 16086, 10440, 13865, 12324]"
570364,"[3734, 12057, 10770, 1290, 760, 13713, 8430, 9091, 6965]"
570367,"[8051, 4151, 14003, 8181, 7424, 1844, 3220, 1617, 11640, 7310]"
570424,"[8821, 15915, 1844, 8636, 7626, 1290]"
570690,"[10515, 6267, 13463, 13865, 2534, 16166, 3182, 13185, 85, 6220]"
570749,"[12743, 9164, 10440, 2780, 3182, 8011]"
570761,"[5250, 1002, 11237, 12659, 9335, 7997, 7382, 1449]"
570903,"[13622, 7829, 7102, 10605, 10077, 2255, 13475, 11985, 10234, 10884]"
571172,"[13865, 1381, 13763, 8605, 4495, 2823, 5315, 3384, 4562]"
571318,"[5504, 142, 11237, 3734, 1531, 13867, 7310, 12988, 12756, 5330]"
571378,"[6948, 5755, 142, 16361, 13865, 15958]"
571667,"[13865, 4457, 4151, 8616, 4533, 1844]"
571715,"[10214, 334, 3761, 9465, 9342, 13500, 9681, 10304, 2402, 13851]"
572003,"[4495, 12995, 10884, 16447, 13865, 9996, 10440, 16428]"
572448,"[3734, 14814, 13865, 13921, 4689, 5266, 8391, 7806, 11756, 13167]"
572578,"[14310, 7269, 13865, 4979, 8171, 15947, 15244, 9169, 15646, 12060]"
572809,"[1261, 3320, 461, 9728, 3394, 7793, 10770, 1469, 13849, 2624]"
573109,"[4537, 11754, 13015, 15297, 13058, 3419]"
573224,"[8636, 15646, 849, 16346, 10219]"
573584,"[15580, 13849, 288, 15983, 1048, 12173, 13545, 1290, 12981, 6660]"
573685,"[6809, 5847, 10942, 13915]"
573845,"[3006, 6033, 14703, 14530, 13018]"
574048,"[14242, 10440, 13865, 11595, 3363, 6660, 1700, 7026]"
574429,"[7793, 8849, 1132, 9016]"
574452,[15297]
575301,"[9679, 13371, 16166, 9728, 4239, 8650, 11237]"
575397,"[10605, 8254, 5411, 10761, 3182, 15297, 5936, 1105, 11790, 15074]"
575492,"[13453, 9164, 10761, 7844, 16270, 8254, 11919, 3834, 5434, 7582]"
575558,"[9728, 3379, 11985, 13159, 2956, 1287, 4689, 8618, 1819, 3363]"
575747,"[6219, 16382, 13941, 2722, 11756, 4457, 4290, 8011, 13018, 6162]"
575756,"[13865, 14703, 923, 13018, 14361]"
576168,"[2858, 16021, 6255, 3141, 10256, 4457, 9728, 16498, 7102, 111]"
576191,"[3734, 5693, 4882, 15223, 3935]"
576514,"[565, 7582, 3978, 13915, 2657]"
576568,"[47, 1132, 2612, 4962]"
577013,"[3190, 47, 2100, 15388, 13865, 11919, 14378, 4151, 16228]"
577440,"[16509, 1884, 4457, 10942, 6265, 12598]"
577910,"[7626, 13545, 13865, 923, 14361]"
578011,"[1290, 15297, 4754, 10440, 9728, 9817]"
578073,"[12173, 16166, 4457, 142, 10665]"
578323,"[8140, 16166, 8617, 5086, 9996]"
578580,"[945, 9327, 6577, 10477, 1287, 16236]"
578766,"[11145, 14901, 9808, 11754, 11749]"
578823,"[1873, 14845, 10214, 8679, 12620, 6210]"
579097,"[8636, 11228, 16228, 4239, 11237]"
579393,"[334, 3360, 12785, 7417, 11756, 4401, 12173, 16433]"
579746,"[15297, 7134, 5021]"
580002,[]
580558,"[3587, 16270, 6162, 13377]"
580905,"[13865, 13361, 7382, 565, 923]"
581051,"[7192, 2255, 16457, 12179, 7626, 12995, 8143, 1183, 12461, 12988]"
581251,"[12356, 12692, 6210, 9169, 12918, 1986, 1267, 13463, 2956, 8234]"
581786,"[16145, 10440, 11919, 9996, 14689]"
581796,"[13865, 7031, 10657, 3006, 14238, 9728, 6178, 12452, 15411, 5650]"
582112,"[3669, 7102, 9696, 4495, 15297, 5315, 3384]"
582323,"[9728, 7442, 6686, 5803, 12428, 12034, 12849, 7731, 12516, 14915]"
582376,"[10077, 14703, 6443]"
582387,"[9108, 760, 10942, 8579, 6265, 12598]"
582409,"[8227, 10770, 366, 15266, 12846]"
582422,"[7582, 11756, 10122, 13377, 16509, 10440]"
582599,"[15297, 13411, 5411, 13453, 1115, 6774, 7210, 16013, 8207, 7571]"
582648,"[1244, 3182, 15411, 15297, 14928, 6443, 9728]"
583138,"[3017, 3587, 11756, 11310, 9342, 7626, 3936, 11919, 8478, 11790]"
583281,"[10515, 9335, 12204, 8636, 10942]"
583752,"[11754, 281, 7210, 9728, 5250, 12323]"
584149,"[7582, 4946, 14196, 7417, 8874]"
584294,"[1290, 8579, 1287, 1787, 7448]"
584622,"[14153, 4237, 14317, 1978, 1107, 5239, 565, 12225]"
585011,"[11237, 9900, 6647, 7269, 1112, 15999, 13865]"
585409,"[4495, 931, 13099, 3742, 12240, 2499, 13865, 1873, 13791, 14717]"
585605,"[11237, 9900, 15199, 3734, 8181, 13715, 10351, 2591, 15646]"
585663,"[4151, 4754, 10440, 9728, 9817]"
585713,"[15549, 565, 3587, 13915, 14710, 13865, 2956, 14512, 13018, 12133]"
585822,"[4754, 10440, 9728, 6878, 9817]"
585869,"[7597, 4718, 15464, 13867, 12995, 11348, 4024, 12619, 4260, 15215]"
585976,"[8636, 11228, 16228, 4239, 11237]"
586052,"[4475, 3542, 12268, 16026, 7210]"
586091,"[7210, 2657, 10942, 7582, 2954]"
586591,"[15411, 1553, 12692, 12965, 4141, 14809, 11228, 4702, 3163, 10761]"
586673,[]
586860,"[6402, 12848, 4151]"
587229,"[3734, 682, 9164]"
587444,"[8227, 9728, 12530, 6768, 12173, 13223, 14461, 2169, 14899, 5754]"
587589,"[12695, 4151, 1787, 13018, 8657, 13199, 8437, 13204, 10801, 14010]"
587932,"[7793, 10440, 9728, 7342, 13377, 6210, 6192]"
588011,"[4151, 3935, 13018, 9728, 3182]"
588381,[4151]
588540,"[5754, 6870, 15074, 5023, 2954, 5051, 15422, 1105, 682, 7626]"
588810,"[14086, 16270, 11345, 8580, 9381, 1986, 3935, 9352]"
588822,"[8636, 3310, 10440, 3784, 14814, 3693]"
589172,"[13104, 3012, 15014, 5648, 8437]"
589183,"[8109, 10238, 111, 3449, 5287, 14580, 1570, 6317, 15297, 3978]"
589302,"[3734, 8636, 14901, 5658, 7417, 1287, 308, 15297, 14317, 16055]"
589378,"[6155, 1325, 15049, 4495, 3734, 3223]"
589582,"[9900, 10240, 13223, 10440, 7026, 12324]"
589906,"[13849, 14814, 10942, 8579, 6265, 12598]"
590200,"[15915, 1819, 9122, 3734, 9728, 9817]"
590627,"[14683, 2720, 4457, 14317, 13865]"
590670,"[5330, 8636, 1132, 9996, 14703, 3734, 5434, 8227, 7626, 1844]"
590979,"[11756, 366, 12254, 15297, 14421]"
591264,"[1281, 4237, 3474, 7441, 3768, 4151, 12173]"
591416,"[565, 1617, 1930, 7102, 602, 13867, 7192, 16166, 334, 10323]"
592303,"[10440, 9728, 15297, 3940, 10770, 15266]"
592669,"[12421, 5569, 10214]"
592887,"[10605, 12421, 10469, 11756, 5330, 15297, 10214]"
593227,"[9169, 11348, 15014, 4495, 10119]"
593254,"[13865, 13202, 12623, 16442, 9667, 3734]"
593723,"[4667, 14310, 1570, 6162, 3735, 8109, 9728]"
593963,"[10508, 976, 13713, 4549, 15547, 2220, 11697, 9653, 2936, 9728]"
593975,"[15074, 10122, 3182, 10801, 6870]"
594023,"[1267, 1304, 14153, 12254, 3734]"
594105,"[4151, 4696]"
